transaction_id,customer_id,amount,status,event_date,last_login,amount_usd,is_zombie,is_failed_payment
74,1091,19.99 USD,Success,2023-03-21,2023-06-18,19.99,False,False
75,1366,,Success,2023-02-08,2023-06-24,0.0,False,False
76,1443,€18.50,Success,2023-08-28,2023-09-26,19.98,False,False
77,1454,€18.50,Failed,2023-02-14,2023-07-23,19.98,False,True
78,1427,19.99 USD,Failed,2023-03-19,2023-11-21,19.99,False,True
79,1263,€18.50,Failed,2023-12-03,2023-03-07,19.98,False,True
80,1430,$49.99,Refunded,2023-12-15,2023-11-11,49.99,False,False
81,1034,€18.50,Success,2023-10-15,2023-11-20,19.98,False,False
82,1205,$19.99,Success,2023-10-07,2023-02-28,19.99,False,False
83,1080,49.99 USD,Success,2023-04-26,2023-08-07,49.99,False,False
84,1419,€18.50,Failed,2023-09-26,2023-09-23,19.98,False,True
85,1049,€18.50,Success,2023-12-01,2023-05-21,19.98,False,False
86,1359,$49.99,Failed,2023-11-08,2023-08-24,49.99,False,True
87,1387,$19.99,Failed,2023-02-22,2023-08-06,19.99,False,True
88,1001,19.99 USD,Success,2023-03-09,2023-01-15,19.99,False,False
89,1389,19.99 USD,Refunded,2023-07-01,2023-10-29,19.99,False,False
90,1053,$49.99,Success,2023-02-03,2023-05-18,49.99,False,False
91,1105,$19.99,Refunded,2023-10-11,2023-08-20,19.99,False,False
92,1259,€18.50,Success,2023-11-02,2023-03-30,19.98,False,False
93,1309,€18.50,Refunded,2023-09-06,2023-03-18,19.98,False,False
94,1476,$19.99,Success,2023-04-21,2023-05-16,19.99,False,False
95,1190,19.99 USD,Success,2023-04-04,2023-04-20,19.99,False,False
96,1401,$49.99,Success,2023-06-28,2023-12-19,49.99,False,False
97,1217,$49.99,Success,2023-02-16,2023-10-28,49.99,False,False
98,1043,€18.50,Success,2023-10-09,2023-04-01,19.98,False,False
99,1161,$49.99,Refunded,2023-12-06,2023-07-09,49.99,False,False
100,1201,$49.99,Success,2023-12-28,2023-03-14,49.99,False,False
101,1445,$19.99,Failed,2023-04-02,2023-06-22,19.99,False,True
102,1483,€18.50,Failed,2023-07-31,2023-02-04,19.98,False,True
103,1269,€18.50,Success,2023-03-16,2023-07-29,19.98,False,False
104,1350,$19.99,Success,2023-07-21,2023-10-25,19.99,False,False
105,1303,€18.50,Success,2023-10-24,2023-05-13,19.98,False,False
106,1270,$19.99,Success,2023-11-04,2023-10-10,19.99,False,False
107,1455,49.99 USD,Success,2023-07-30,2023-07-17,49.99,False,False
108,1461,$19.99,Success,2023-12-04,2000-01-01,19.99,True,False
109,1214,$49.99,Success,2023-05-14,2023-05-16,49.99,False,False
110,1251,€18.50,Refunded,2023-11-26,2023-09-05,19.98,False,False
111,1189,€18.50,Refunded,2023-03-07,2023-12-25,19.98,False,False
112,1295,,Success,2023-10-07,2023-12-07,0.0,False,False
113,1212,€18.50,Refunded,2023-01-28,2023-05-26,19.98,False,False
114,1207,$49.99,Failed,2023-04-27,2023-11-30,49.99,False,True
115,1236,19.99 USD,Refunded,2023-11-13,2023-05-23,19.99,False,False
116,1337,$19.99,Refunded,2023-11-21,2023-08-22,19.99,False,False
117,1366,$49.99,Refunded,2023-04-24,2023-02-13,49.99,False,False
118,1052,49.99 USD,Failed,2023-03-16,2023-02-01,49.99,False,True
119,1279,€18.50,Refunded,2023-07-21,2023-08-19,19.98,False,False
120,1409,$19.99,Failed,2023-02-28,2023-01-28,19.99,False,True
121,1216,,Success,2023-01-15,2023-06-09,0.0,False,False
122,1251,19.99 USD,Success,2023-08-19,2023-11-29,19.99,False,False
123,1187,,Success,2023-04-15,2023-07-26,0.0,False,False
124,1379,€18.50,Success,2023-06-14,2000-01-01,19.98,True,False
125,1492,€18.50,Success,2023-07-18,2023-04-13,19.98,False,False
126,1040,$19.99,Success,2023-12-20,2000-01-01,19.99,True,False
127,1156,€18.50,Success,2023-02-04,2000-01-01,19.98,True,False
128,1014,$19.99,Success,2023-06-11,2023-05-19,19.99,False,False
129,1300,$49.99,Success,2023-09-02,2023-06-09,49.99,False,False
130,1064,19.99 USD,Success,2023-10-14,2023-08-20,19.99,False,False
131,1344,$49.99,Success,2023-01-19,2023-05-28,49.99,False,False
132,1326,$49.99,Refunded,2023-10-07,2023-12-19,49.99,False,False
133,1008,€18.50,Refunded,2023-12-06,2000-01-01,19.98,True,False
134,1343,19.99 USD,Success,2023-12-14,2023-02-04,19.99,False,False
135,1128,$19.99,Failed,2023-07-01,2023-11-21,19.99,False,True
136,1491,,Success,2023-05-27,2023-12-21,0.0,False,False
137,1135,49.99 USD,Success,2023-06-25,2023-08-27,49.99,False,False
138,1471,€18.50,Success,2023-06-12,2023-11-30,19.98,False,False
139,1062,49.99 USD,Success,2023-06-24,2023-05-29,49.99,False,False
140,1138,49.99 USD,Failed,2023-02-16,2023-04-21,49.99,False,True
141,1498,$19.99,Refunded,2023-09-13,2023-01-17,19.99,False,False
142,1080,€18.50,Success,2023-06-23,2023-08-14,19.98,False,False
143,1391,$49.99,Refunded,2023-04-13,2000-01-01,49.99,True,False
144,1162,$49.99,Success,2023-05-01,2023-05-24,49.99,False,False
145,1418,$49.99,Success,2023-12-16,2023-09-17,49.99,False,False
146,1288,,Failed,2023-05-25,2023-08-05,0.0,False,True
147,1378,$19.99,Refunded,2023-02-11,2023-06-11,19.99,False,False
148,1260,€18.50,Failed,2023-01-29,2023-04-02,19.98,False,True
149,1489,19.99 USD,Refunded,2023-09-30,2023-06-23,19.99,False,False
150,1230,€18.50,Success,2023-01-14,2000-01-01,19.98,True,False
151,1040,€18.50,Success,2023-11-02,2023-07-24,19.98,False,False
152,1027,49.99 USD,Failed,2023-11-09,2023-06-02,49.99,False,True
153,1134,€18.50,Failed,2023-07-08,2023-04-13,19.98,False,True
154,1200,€18.50,Success,2023-12-26,2023-07-21,19.98,False,False
155,1327,$49.99,Failed,2023-10-22,2023-10-07,49.99,False,True
156,1267,€18.50,Failed,2023-07-02,2023-03-06,19.98,False,True
157,1417,49.99 USD,Refunded,2023-12-18,2023-04-27,49.99,False,False
158,1032,49.99 USD,Refunded,2023-02-05,2023-06-02,49.99,False,False
159,1047,$19.99,Success,2023-02-06,2023-06-05,19.99,False,False
160,1406,€18.50,Success,2023-01-14,2023-06-13,19.98,False,False
161,1061,$49.99,Failed,2023-05-03,2023-03-23,49.99,False,True
162,1215,€18.50,Success,2023-03-24,2023-01-06,19.98,False,False
163,1292,€18.50,Success,2023-06-08,2023-11-18,19.98,False,False
164,1098,€18.50,Success,2023-11-25,2023-03-08,19.98,False,False
165,1171,$49.99,Refunded,2023-04-12,2023-08-26,49.99,False,False
166,1359,$19.99,Failed,2023-12-03,2023-03-13,19.99,False,True
167,1213,$19.99,Success,2023-03-24,2000-01-01,19.99,True,False
168,1474,49.99 USD,Success,2023-02-13,2023-10-31,49.99,False,False
169,1034,49.99 USD,Failed,2023-03-09,2023-11-22,49.99,False,True
170,1448,,Success,2023-02-17,2023-03-19,0.0,False,False
171,1226,$49.99,Refunded,2023-02-26,2023-03-08,49.99,False,False
172,1100,€18.50,Success,2023-03-16,2023-06-25,19.98,False,False
173,1430,$49.99,Success,2023-01-22,2023-11-17,49.99,False,False
174,1461,19.99 USD,Success,2023-05-12,2023-06-21,19.99,False,False
175,1130,49.99 USD,Success,2023-10-29,2023-09-12,49.99,False,False
176,1256,,Success,2023-09-24,2023-03-04,0.0,False,False
177,1004,$49.99,Failed,2023-10-14,2000-01-01,49.99,True,True
178,1217,49.99 USD,Success,2023-04-30,2023-09-03,49.99,False,False
179,1254,19.99 USD,Refunded,2023-09-03,2023-07-11,19.99,False,False
180,1397,49.99 USD,Failed,2023-02-25,2023-11-25,49.99,False,True
181,1358,$19.99,Success,2023-02-07,2023-03-12,19.99,False,False
182,1282,€18.50,Success,2023-09-02,2023-08-17,19.98,False,False
183,1392,49.99 USD,Success,2023-01-21,2023-03-04,49.99,False,False
184,1206,19.99 USD,Refunded,2023-04-20,2023-10-24,19.99,False,False
185,1014,€18.50,Refunded,2023-04-04,2023-09-02,19.98,False,False
186,1345,$19.99,Success,2023-05-16,2023-01-07,19.99,False,False
187,1041,€18.50,Success,2023-08-19,2023-09-17,19.98,False,False
188,1379,49.99 USD,Success,2023-01-08,2023-03-30,49.99,False,False
189,1460,$19.99,Refunded,2023-11-24,2023-06-26,19.99,False,False
190,1178,€18.50,Success,2023-10-17,2023-07-23,19.98,False,False
191,1062,49.99 USD,Success,2023-09-08,2023-05-14,49.99,False,False
192,1351,€18.50,Success,2023-12-27,2023-03-23,19.98,False,False
193,1230,$49.99,Success,2023-03-28,2023-01-21,49.99,False,False
194,1240,€18.50,Success,2023-07-23,2023-05-08,19.98,False,False
195,1051,$19.99,Refunded,2023-08-07,2023-07-14,19.99,False,False
196,1095,€18.50,Failed,2023-08-29,2023-07-13,19.98,False,True
197,1387,19.99 USD,Success,2023-11-16,2023-07-03,19.99,False,False
198,1221,€18.50,Refunded,2023-09-15,2023-09-04,19.98,False,False
199,1484,19.99 USD,Refunded,2023-04-19,2000-01-01,19.99,True,False
200,1406,49.99 USD,Success,2023-09-13,2023-12-26,49.99,False,False
201,1230,,Success,2023-10-09,2023-11-20,0.0,False,False
202,1236,€18.50,Success,2023-08-08,2023-06-09,19.98,False,False
203,1142,€18.50,Success,2023-03-24,2023-07-13,19.98,False,False
204,1170,$19.99,Success,2023-04-17,2000-01-01,19.99,True,False
205,1028,€18.50,Refunded,2023-03-10,2023-03-07,19.98,False,False
206,1035,19.99 USD,Success,2023-04-07,2023-09-11,19.99,False,False
207,1012,€18.50,Success,2023-07-31,2023-10-10,19.98,False,False
208,1159,€18.50,Success,2023-10-13,2023-03-01,19.98,False,False
209,1326,49.99 USD,Success,2023-08-25,2023-04-28,49.99,False,False
210,1186,$49.99,Refunded,2023-01-08,2023-02-13,49.99,False,False
211,1242,19.99 USD,Success,2023-10-21,2023-07-29,19.99,False,False
212,1085,€18.50,Failed,2023-07-08,2023-02-05,19.98,False,True
213,1283,49.99 USD,Success,2023-03-22,2023-01-19,49.99,False,False
214,1065,$19.99,Failed,2023-04-18,2023-04-01,19.99,False,True
215,1169,19.99 USD,Success,2023-11-17,2023-10-28,19.99,False,False
216,1044,$49.99,Success,2023-03-08,2023-07-31,49.99,False,False
217,1061,49.99 USD,Refunded,2023-06-23,2000-01-01,49.99,True,False
218,1440,$49.99,Success,2023-12-12,2000-01-01,49.99,True,False
219,1133,$19.99,Success,2023-12-17,2023-08-11,19.99,False,False
220,1283,$19.99,Success,2023-11-24,2023-04-08,19.99,False,False
221,1027,19.99 USD,Refunded,2023-02-12,2023-01-19,19.99,False,False
222,1107,€18.50,Refunded,2023-07-06,2000-01-01,19.98,True,False
223,1043,$19.99,Success,2023-10-29,2023-01-26,19.99,False,False
224,1339,49.99 USD,Success,2023-07-19,2023-01-28,49.99,False,False
225,1285,€18.50,Success,2023-02-08,2023-03-05,19.98,False,False
226,1445,€18.50,Failed,2023-08-08,2023-11-20,19.98,False,True
227,1330,$49.99,Success,2023-11-03,2023-08-11,49.99,False,False
228,1127,€18.50,Success,2023-01-04,2023-03-21,19.98,False,False
229,1347,$49.99,Refunded,2023-05-01,2000-01-01,49.99,True,False
230,1472,€18.50,Success,2023-12-02,2023-04-12,19.98,False,False
231,1230,€18.50,Success,2023-03-18,2023-06-25,19.98,False,False
232,1189,$19.99,Failed,2023-06-28,2023-01-10,19.99,False,True
233,1224,€18.50,Success,2023-05-13,2023-08-25,19.98,False,False
234,1384,$19.99,Success,2023-11-07,2023-04-10,19.99,False,False
235,1376,$19.99,Success,2023-08-17,2023-08-16,19.99,False,False
236,1282,$49.99,Failed,2023-10-03,2000-01-01,49.99,True,True
237,1445,49.99 USD,Success,2023-06-01,2000-01-01,49.99,True,False
238,1120,€18.50,Success,2023-06-13,2023-11-28,19.98,False,False
239,1115,€18.50,Success,2023-10-17,2023-11-14,19.98,False,False
240,1460,€18.50,Failed,2023-04-19,2023-05-21,19.98,False,True
241,1232,$49.99,Refunded,2023-05-06,2023-01-25,49.99,False,False
242,1258,,Refunded,2023-08-28,2023-08-16,0.0,False,False
243,1358,$49.99,Success,2023-11-06,2023-03-30,49.99,False,False
244,1197,19.99 USD,Failed,2023-12-11,2023-04-02,19.99,False,True
245,1455,19.99 USD,Success,2023-05-26,2023-02-11,19.99,False,False
246,1410,€18.50,Success,2023-09-09,2023-10-22,19.98,False,False
247,1136,$49.99,Refunded,2023-07-02,2023-03-22,49.99,False,False
248,1317,€18.50,Refunded,2023-11-05,2023-04-17,19.98,False,False
249,1164,€18.50,Success,2023-11-02,2023-04-21,19.98,False,False
250,1224,19.99 USD,Refunded,2023-03-13,2023-10-04,19.99,False,False
251,1306,€18.50,Success,2023-08-07,2023-08-02,19.98,False,False
252,1233,19.99 USD,Success,2023-07-26,2023-08-19,19.99,False,False
253,1171,$19.99,Success,2023-06-22,2000-01-01,19.99,True,False
254,1151,$49.99,Success,2023-05-21,2023-05-01,49.99,False,False
255,1462,€18.50,Success,2023-09-29,2023-05-14,19.98,False,False
256,1314,19.99 USD,Refunded,2023-08-02,2023-11-02,19.99,False,False
257,1373,€18.50,Success,2023-09-26,2023-07-27,19.98,False,False
258,1159,€18.50,Success,2023-01-20,2023-09-14,19.98,False,False
259,1095,49.99 USD,Failed,2023-03-07,2023-07-04,49.99,False,True
260,1471,$19.99,Success,2023-10-30,2023-10-13,19.99,False,False
261,1232,$19.99,Refunded,2023-05-27,2023-12-29,19.99,False,False
262,1179,€18.50,Success,2023-06-14,2023-06-29,19.98,False,False
263,1112,19.99 USD,Success,2023-11-06,2023-02-17,19.99,False,False
264,1317,€18.50,Success,2023-01-06,2000-01-01,19.98,True,False
265,1496,19.99 USD,Failed,2023-01-14,2023-01-19,19.99,False,True
266,1441,$19.99,Success,2023-05-12,2023-02-15,19.99,False,False
267,1051,19.99 USD,Success,2023-12-08,2023-02-25,19.99,False,False
268,1267,$19.99,Refunded,2023-08-31,2000-01-01,19.99,True,False
269,1294,19.99 USD,Success,2023-08-19,2023-05-25,19.99,False,False
270,1385,€18.50,Success,2023-08-16,2023-04-02,19.98,False,False
271,1386,$49.99,Failed,2023-06-11,2023-03-23,49.99,False,True
272,1112,€18.50,Success,2023-10-10,2000-01-01,19.98,True,False
273,1100,€18.50,Failed,2023-09-20,2023-03-20,19.98,False,True
274,1112,$49.99,Success,2023-05-11,2000-01-01,49.99,True,False
275,1439,$49.99,Success,2023-08-13,2023-12-27,49.99,False,False
276,1080,€18.50,Refunded,2023-09-15,2023-10-10,19.98,False,False
277,1186,€18.50,Failed,2023-08-22,2023-11-07,19.98,False,True
278,1112,€18.50,Success,2023-12-02,2023-06-09,19.98,False,False
279,1001,€18.50,Success,2023-11-12,2023-11-12,19.98,False,False
280,1129,$19.99,Success,2023-01-24,2023-12-31,19.99,False,False
281,1219,$19.99,Success,2023-09-28,2000-01-01,19.99,True,False
282,1053,€18.50,Failed,2023-04-05,2023-06-05,19.98,False,True
283,1342,49.99 USD,Success,2023-05-22,2023-07-21,49.99,False,False
284,1484,49.99 USD,Failed,2023-07-01,2023-12-07,49.99,False,True
285,1223,€18.50,Success,2023-07-25,2023-12-08,19.98,False,False
286,1224,$19.99,Refunded,2023-03-22,2023-04-27,19.99,False,False
287,1384,$19.99,Refunded,2023-10-01,2023-06-03,19.99,False,False
288,1402,49.99 USD,Refunded,2023-10-03,2000-01-01,49.99,True,False
289,1125,19.99 USD,Success,2023-07-27,2000-01-01,19.99,True,False
290,1129,19.99 USD,Success,2023-10-23,2023-04-29,19.99,False,False
291,1052,$19.99,Success,2023-02-08,2023-07-18,19.99,False,False
292,1171,19.99 USD,Failed,2023-10-15,2023-09-20,19.99,False,True
293,1217,$49.99,Success,2023-05-04,2023-07-03,49.99,False,False
294,1159,€18.50,Failed,2023-12-30,2023-05-28,19.98,False,True
295,1197,€18.50,Failed,2023-10-10,2023-06-15,19.98,False,True
296,1415,$19.99,Failed,2023-06-29,2023-03-16,19.99,False,True
297,1246,€18.50,Success,2023-04-07,2023-08-24,19.98,False,False
298,1323,49.99 USD,Success,2023-07-10,2023-11-10,49.99,False,False
299,1438,$19.99,Success,2023-03-15,2023-09-29,19.99,False,False
300,1202,19.99 USD,Success,2023-09-30,2023-06-28,19.99,False,False
301,1183,49.99 USD,Success,2023-02-18,2023-10-10,49.99,False,False
302,1122,€18.50,Failed,2023-12-03,2023-02-20,19.98,False,True
303,1400,19.99 USD,Success,2023-07-29,2000-01-01,19.99,True,False
304,1254,$49.99,Success,2023-04-26,2023-05-24,49.99,False,False
305,1293,19.99 USD,Refunded,2023-01-23,2023-12-09,19.99,False,False
306,1279,$49.99,Success,2023-04-08,2023-07-07,49.99,False,False
307,1324,49.99 USD,Refunded,2023-11-24,2023-05-03,49.99,False,False
308,1371,$49.99,Success,2023-11-09,2023-11-28,49.99,False,False
309,1097,49.99 USD,Success,2023-07-09,2023-09-08,49.99,False,False
310,1197,,Success,2023-07-01,2023-10-23,0.0,False,False
311,1469,49.99 USD,Success,2023-05-28,2023-11-19,49.99,False,False
312,1394,49.99 USD,Success,2023-12-08,2023-05-10,49.99,False,False
313,1239,49.99 USD,Success,2023-01-23,2023-09-09,49.99,False,False
314,1143,19.99 USD,Success,2023-04-15,2023-12-24,19.99,False,False
315,1096,49.99 USD,Failed,2023-06-12,2023-06-29,49.99,False,True
316,1200,19.99 USD,Failed,2023-03-08,2023-12-15,19.99,False,True
317,1123,,Success,2023-10-17,2023-04-20,0.0,False,False
318,1186,$49.99,Refunded,2023-10-16,2023-12-04,49.99,False,False
319,1325,49.99 USD,Failed,2023-02-15,2023-03-19,49.99,False,True
320,1463,€18.50,Success,2023-03-22,2023-01-02,19.98,False,False
321,1348,49.99 USD,Success,2023-05-27,2023-11-17,49.99,False,False
322,1258,49.99 USD,Refunded,2023-08-10,2023-10-03,49.99,False,False
323,1147,$49.99,Success,2023-12-09,2023-10-17,49.99,False,False
324,1251,€18.50,Success,2023-01-15,2023-10-24,19.98,False,False
325,1442,,Success,2023-05-01,2023-06-18,0.0,False,False
326,1419,€18.50,Refunded,2023-03-19,2000-01-01,19.98,True,False
327,1402,€18.50,Failed,2023-11-18,2023-01-23,19.98,False,True
328,1345,$19.99,Failed,2023-10-22,2000-01-01,19.99,True,True
329,1450,$19.99,Failed,2023-08-29,2023-06-21,19.99,False,True
330,1146,,Success,2023-01-18,2023-11-19,0.0,False,False
331,1147,$49.99,Refunded,2023-09-13,2023-11-14,49.99,False,False
332,1351,19.99 USD,Refunded,2023-10-04,2023-10-13,19.99,False,False
333,1198,€18.50,Failed,2023-01-27,2023-12-09,19.98,False,True
334,1307,€18.50,Failed,2023-01-02,2023-07-12,19.98,False,True
335,1488,€18.50,Success,2023-12-19,2023-06-18,19.98,False,False
336,1416,49.99 USD,Success,2023-10-22,2023-04-28,49.99,False,False
337,1423,$19.99,Success,2023-11-08,2023-01-06,19.99,False,False
338,1127,€18.50,Success,2023-12-29,2023-11-27,19.98,False,False
339,1038,€18.50,Refunded,2023-08-27,2023-05-12,19.98,False,False
340,1337,€18.50,Refunded,2023-01-13,2000-01-01,19.98,True,False
341,1359,€18.50,Success,2023-07-03,2023-09-08,19.98,False,False
342,1128,19.99 USD,Success,2023-07-13,2023-01-10,19.99,False,False
343,1266,49.99 USD,Success,2023-02-25,2023-02-20,49.99,False,False
344,1475,$19.99,Success,2023-08-18,2023-12-15,19.99,False,False
345,1440,€18.50,Success,2023-01-28,2023-10-21,19.98,False,False
346,1472,€18.50,Success,2023-11-16,2023-05-09,19.98,False,False
347,1433,$49.99,Success,2023-03-12,2000-01-01,49.99,True,False
348,1150,$19.99,Success,2023-07-29,2023-04-12,19.99,False,False
349,1414,19.99 USD,Success,2023-07-03,2023-12-03,19.99,False,False
350,1477,€18.50,Failed,2023-12-22,2023-03-24,19.98,False,True
351,1297,49.99 USD,Failed,2023-02-10,2000-01-01,49.99,True,True
352,1098,49.99 USD,Failed,2023-09-17,2000-01-01,49.99,True,True
353,1262,19.99 USD,Refunded,2023-12-10,2023-08-25,19.99,False,False
354,1251,19.99 USD,Success,2023-03-25,2023-10-14,19.99,False,False
355,1143,49.99 USD,Success,2023-02-15,2023-10-04,49.99,False,False
356,1345,€18.50,Refunded,2023-06-08,2023-10-18,19.98,False,False
357,1111,€18.50,Success,2023-12-10,2023-06-18,19.98,False,False
358,1499,€18.50,Failed,2023-01-07,2023-05-24,19.98,False,True
359,1059,$49.99,Failed,2023-11-29,2023-07-03,49.99,False,True
360,1368,€18.50,Success,2023-05-16,2000-01-01,19.98,True,False
361,1001,$49.99,Success,2023-07-02,2023-08-31,49.99,False,False
362,1384,19.99 USD,Success,2023-07-16,2023-11-11,19.99,False,False
363,1303,$19.99,Success,2023-06-21,2023-09-25,19.99,False,False
364,1253,€18.50,Refunded,2023-12-15,2023-09-10,19.98,False,False
365,1139,€18.50,Success,2023-10-03,2023-10-16,19.98,False,False
366,1452,$49.99,Success,2023-03-19,2023-07-31,49.99,False,False
367,1036,19.99 USD,Success,2023-06-27,2023-06-26,19.99,False,False
368,1159,19.99 USD,Success,2023-01-27,2023-01-21,19.99,False,False
369,1008,$49.99,Failed,2023-04-30,2023-11-12,49.99,False,True
370,1232,,Failed,2023-10-08,2023-02-21,0.0,False,True
371,1098,49.99 USD,Success,2023-11-04,2023-08-21,49.99,False,False
372,1146,€18.50,Success,2023-07-15,2000-01-01,19.98,True,False
373,1303,49.99 USD,Failed,2023-10-04,2023-12-28,49.99,False,True
374,1207,$19.99,Failed,2023-01-18,2023-04-10,19.99,False,True
375,1130,€18.50,Refunded,2023-10-22,2023-08-02,19.98,False,False
376,1403,$19.99,Success,2023-09-28,2023-11-23,19.99,False,False
377,1151,€18.50,Success,2023-02-22,2023-05-15,19.98,False,False
378,1053,,Success,2023-10-21,2023-11-14,0.0,False,False
379,1119,,Success,2023-02-21,2023-08-06,0.0,False,False
380,1160,49.99 USD,Failed,2023-08-04,2023-03-29,49.99,False,True
381,1407,$49.99,Refunded,2023-03-13,2023-10-07,49.99,False,False
382,1115,49.99 USD,Success,2023-01-28,2023-02-09,49.99,False,False
383,1074,€18.50,Failed,2023-09-09,2023-08-28,19.98,False,True
384,1112,$19.99,Success,2023-02-04,2023-11-28,19.99,False,False
385,1455,$49.99,Success,2023-07-20,2023-05-16,49.99,False,False
386,1419,19.99 USD,Success,2023-09-06,2023-07-01,19.99,False,False
